TrainID,SignallingFitnessExpiryDate_days,TelecomFitnessExpiryDate_days,RollingStockFitnessExpiryDate_days,OpenJobCards,BrandingActive_flag,MileageSinceLastServiceKM,CleaningRequired_flag,CleaningSlotStatus,JobCardStatus,ClosedJobCards,LastJobCardUpdate_days,ExposureHoursAccrued,ExposureHoursTarget,ExposureDailyQuota,TotalMileageKM,MileageBalanceVariance,MileageBalanceAbs,BrakepadWear%,HVACWear%,BayPositionID,ShuntingMovesRequired,StablingSequenceOrder,JobCardPriority,JobCardStatus_enc,Score,Rank,LastCleanedDate_days,AssignedAction,DayIndex
TRAIN_000,26.0,26.0,26.0,0,0,0,0,0,0,0,0,0,0,0,1200,193066.66666666666,384.0,0,0,0,0,0,0,0,53.64657533705048,11,30.0,2,4
TRAIN_001,26.0,26.0,26.0,1,0,800,0,0,0,0,0,0,0,0,800,193066.66666666666,16.0,0,0,0,0,0,0,0,52.64657521386299,15,30.0,2,4
TRAIN_002,26.0,26.0,26.0,0,0,5800,0,0,0,0,0,0,0,0,800,193066.66666666666,16.0,0,0,0,0,0,0,0,51.39657533886298,16,30.0,0,4
TRAIN_003,26.0,26.0,26.0,0,0,6600,0,0,0,0,0,0,0,0,1600,193066.66666666666,784.0,0,0,0,0,0,0,0,54.921575336753605,8,30.0,0,4
TRAIN_004,26.0,26.0,26.0,0,0,400,0,0,0,0,0,0,0,0,1200,193066.66666666666,384.0,0,0,0,0,0,0,0,53.64657533705048,11,30.0,0,4
TRAIN_005,26.0,26.0,26.0,0,0,0,0,0,0,0,0,0,0,0,800,193066.66666666666,16.0,0,0,0,0,0,0,0,51.39657533886298,16,30.0,2,4
TRAIN_006,26.0,26.0,26.0,0,0,5800,0,0,0,0,0,0,0,0,800,193066.66666666666,16.0,0,0,0,0,0,0,0,51.39657533886298,16,30.0,1,4
TRAIN_007,26.0,26.0,26.0,0,0,0,0,0,0,0,0,0,0,0,800,193066.66666666666,16.0,0,0,0,0,0,0,0,51.39657533886298,16,30.0,1,4
TRAIN_008,26.0,26.0,26.0,0,0,6200,0,0,0,0,0,0,0,0,1200,193066.66666666666,384.0,0,0,0,0,0,0,0,53.64657533705048,11,30.0,1,4
TRAIN_009,26.0,26.0,26.0,0,0,0,0,0,0,0,0,0,0,0,800,193066.66666666666,16.0,0,0,0,0,0,0,0,51.39657533886298,16,30.0,0,4
TRAIN_010,26.0,26.0,26.0,0,0,0,0,0,0,0,0,0,0,0,800,193066.66666666666,16.0,0,0,0,0,0,0,0,51.39657533886298,16,30.0,0,4
TRAIN_011,26.0,26.0,26.0,0,0,800,0,0,0,0,0,0,0,0,800,193066.66666666666,16.0,0,0,0,0,0,0,0,51.39657533886298,16,30.0,0,4
TRAIN_012,26.0,26.0,26.0,0,0,6600,0,0,0,0,0,0,0,0,1600,193066.66666666666,784.0,0,0,0,0,0,0,0,54.921575336753605,8,30.0,0,4
TRAIN_013,26.0,26.0,26.0,0,0,0,0,0,0,0,0,0,0,0,400,193066.66666666666,416.0,0,0,0,0,0,0,0,59.04657531955048,4,30.0,0,4
TRAIN_014,26.0,26.0,26.0,0,0,6600,0,0,0,0,0,0,0,0,1600,193066.66666666666,784.0,0,0,0,0,0,0,0,54.921575336753605,8,30.0,0,4
TRAIN_015,26.0,26.0,26.0,0,0,1200,0,0,0,0,0,0,0,0,1200,193066.66666666666,384.0,0,0,0,0,0,0,0,53.64657533705048,11,30.0,0,4
TRAIN_016,26.0,26.0,26.0,0,0,5800,0,0,0,0,0,0,0,0,800,193066.66666666666,16.0,0,0,0,0,0,0,0,51.39657533886298,16,30.0,0,4
TRAIN_017,26.0,26.0,26.0,0,0,5000,0,0,0,0,0,0,0,0,0,193066.66666666666,816.0,0,0,0,0,0,0,0,6171.2404553451715,1,,0,4
TRAIN_018,26.0,26.0,26.0,0,0,400,0,0,0,0,0,0,0,0,800,193066.66666666666,16.0,0,0,0,0,0,0,0,51.39657533886298,16,30.0,0,4
TRAIN_019,26.0,26.0,26.0,0,0,400,0,0,0,0,0,0,0,0,400,193066.66666666666,416.0,0,0,0,0,0,0,0,59.04657531955048,4,30.0,1,4
TRAIN_020,26.0,26.0,26.0,0,0,400,0,0,0,0,0,0,0,0,800,193066.66666666666,16.0,0,0,0,0,0,0,0,51.39657533886298,16,30.0,1,4
TRAIN_021,26.0,26.0,26.0,1,0,5400,0,0,0,0,0,0,0,0,400,193066.66666666666,416.0,0,0,0,0,0,0,0,60.29657519455049,3,30.0,2,4
TRAIN_022,26.0,26.0,26.0,0,0,5400,0,0,0,0,0,0,0,0,400,193066.66666666666,416.0,0,0,0,0,0,0,0,59.04657531955048,4,30.0,1,4
TRAIN_023,26.0,26.0,26.0,0,0,5000,0,0,0,0,0,0,0,0,0,193066.66666666666,816.0,0,0,0,0,0,0,0,6171.2404553451715,1,,1,4
TRAIN_024,26.0,26.0,26.0,0,0,5400,0,0,0,0,0,0,0,0,400,193066.66666666666,416.0,0,0,0,0,0,0,0,59.04657531955048,4,30.0,1,4
